Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,852.0,873.900024,842.0,870.0499880000001,862.82251,949967.0
2017-01-03,870.0,889.0,859.25,884.0,876.656616,1260264.0
2017-01-04,887.099976,891.0,868.0,871.900024,864.6572269999999,971428.0
2017-01-05,883.349976,903.0,875.0499880000001,899.75,892.275757,1423447.0
2017-01-06,911.0,914.900024,875.900024,878.4500119999999,871.15271,4040625.0
2017-01-09,887.7999880000001,893.75,875.099976,878.25,870.9544070000001,615381.0
2017-01-10,884.7000119999999,901.9500119999999,880.0499880000001,899.75,892.275757,1147293.0
2017-01-11,905.0,909.5,891.0,896.150024,888.7056880000001,2005189.0
2017-01-12,902.5,909.9500119999999,886.0,891.2000119999999,883.796814,737750.0
2017-01-13,893.2000119999999,905.5,888.099976,900.0499880000001,892.5732419999999,821185.0
2017-01-16,900.0,920.099976,894.4500119999999,917.7000119999999,910.07666,1117504.0
2017-01-17,923.900024,924.599976,910.5,914.349976,906.754517,849554.0
2017-01-18,918.7000119999999,938.0,915.0,930.349976,922.621643,1525144.0
2017-01-19,929.7999880000001,932.2999880000001,916.0,926.2999880000001,918.6051640000001,598997.0
2017-01-20,924.7999880000001,930.0,904.0,907.7000119999999,900.1597289999999,697857.0
2017-01-23,909.400024,931.7000119999999,905.150024,929.650024,921.927429,829648.0
2017-01-24,934.9500119999999,934.9500119999999,921.0,929.75,922.02655,826288.0
2017-01-25,931.2000119999999,1006.0,931.2000119999999,999.849976,991.54425,3874946.0
2017-01-27,1000.0,1020.0,991.349976,995.849976,987.5774539999999,1386916.0
2017-01-30,990.0,1059.0,989.150024,1054.800049,1046.037964,4866384.0
2017-01-31,1058.900024,1072.0,1030.75,1036.900024,1028.2866210000002,2304584.0
2017-02-01,1039.0,1069.900024,1025.0,1066.150024,1057.293457,1860379.0
2017-02-02,1067.400024,1083.949951,1050.0,1054.150024,1045.393188,1681729.0
2017-02-03,1055.300049,1068.0,1042.300049,1047.349976,1038.649658,903079.0
2017-02-06,1056.0,1085.5,1050.099976,1073.699951,1064.7807619999999,1218063.0
2017-02-07,1070.0,1075.0,1052.400024,1060.949951,1052.1365970000002,658786.0
2017-02-08,1060.0,1069.400024,1025.0,1049.449951,1040.732178,1046297.0
2017-02-09,1058.0,1061.650024,1026.0,1040.849976,1032.203735,916871.0
2017-02-10,1045.199951,1059.0,1038.0,1055.449951,1046.682373,643391.0
2017-02-13,1057.0,1070.0,1043.25,1058.949951,1050.153198,484476.0
2017-02-14,1064.0,1069.0,1055.0,1059.5,1050.6988529999999,438100.0
2017-02-15,1060.300049,1065.0,1029.0,1040.400024,1031.757446,679204.0
2017-02-16,1040.900024,1106.0,1035.0,1094.349976,1085.2592769999999,1035007.0
2017-02-17,1110.0,1118.0,1081.099976,1089.5,1080.449585,1408853.0
2017-02-20,1092.949951,1109.5,1035.0,1095.900024,1086.7963869999999,617565.0
2017-02-21,1092.199951,1105.949951,1085.0,1095.900024,1086.7963869999999,335482.0
2017-02-22,1095.0,1104.150024,1065.0,1076.25,1067.30957,1000632.0
2017-02-23,1083.0,1099.0,1066.5,1068.199951,1059.326416,1196177.0
